@RELATION emotions
@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BH_HighLowRatio numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric
@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-calm {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@data
?,?,0.084016,-70.631617,6.908473,?,2.665764,?,1.518823,0.120015,0.604406,-0.154625,0.090595,0.554367,?,0.34276,?,0.069684,?,?,1.684552,0.950355,0.761263,?,0.526057,0.566626,?,0.49324,0.525552,0.476931,?,0.404063,0.020501,0.048204,0.006496,4.394311,?,0.412434,0.45745,0.546218,0.32655,0.323946,?,?,0.339015,0.303766,?,0.183012,0.029667,0.06533,0.029815,?,0.403033,0.27511,0.249442,?,0.114142,0.160316,0.108259,0.123435,0.120503,?,0.098225,?,?,?,?,182,2,0.120638,0.358358,0.562612,?,0,1,?,1,0
0.070901,0.136268,0.097836,-93.678552,?,?,1.945364,?,0.973037,?,0.511617,0.643643,0.798957,0.552497,?,0.877051,0.080621,0.196516,0.039366,5.85339,1.643821,?,0.951635,0.845642,?,0.709419,?,0.577882,?,0.593056,0.538204,?,0.041511,?,?,5.289405,?,?,0.57302,0.47288,0.537782,0.36385,0.323534,0.322172,?,?,0.338857,?,0.051975,0.072253,?,4.642507,?,0.177347,0.215341,?,?,0.171514,?,0.123414,0.097847,0.141468,0.103329,0.092763,0.133875,71,0.634176,142,2,0.416248,0.594637,1.173408,?,0,1,?,0,0
0.097436,?,0.080042,-63.662213,3.899974,0.230644,1.252723,?,?,?,?,0.090331,0.464564,0.357606,0.280729,?,0.036169,0.111689,0.031105,?,1.005341,0.72834,0.576161,?,?,0.466193,0.449701,0.450713,?,?,0.39743,0.380945,0.017822,0.040301,0.009764,?,0.479773,0.362264,0.228373,0.303044,?,?,0.18921,0.156056,0.116064,?,?,0.156128,?,0.049505,0.030462,?,0.328528,0.185862,0.124077,0.161382,0.094059,0.10599,0.069583,0.085577,0.065902,0.061504,?,0.059878,0.076393,84,?,168,2,0.278332,0.116057,0.82902,1,0,?,?,0,?
?,0.120512,?,-82.538487,?,0.342607,1.70798,0.680579,0.656903,?,0.207361,0.903095,0.542691,?,-0.011917,0.150482,0.020587,?,?,4.454669,1.024746,0.910184,0.540613,0.51401,0.475968,?,?,0.489724,0.438938,?,?,?,0.032298,0.074051,0.008071,7.374604,1.554464,1.173115,?,0.484555,0.531939,0.522561,0.435301,?,0.575189,0.707582,0.825054,0.800523,0.025713,0.087112,?,4.935027,0.516276,0.519985,?,0.179191,0.133291,0.124023,0.145426,0.192659,?,?,0.284162,?,?,83,?,166,2,0.350046,0.261241,0.685494,?,0,1,1,?,?
0.053999,0.106682,0.082517,-76.008243,5.802704,0.545329,?,0.767987,1.437538,0.245128,0.720537,?,0.61918,0.681609,?,0.70566,0.038078,?,0.031949,4.497791,1.342531,0.97433,0.907911,0.71628,0.638422,0.533243,?,?,0.494793,0.501327,0.493472,?,0.02773,0.053397,0.009213,2.964752,0.937491,0.779779,1.271292,0.484125,0.564726,?,?,0.447021,0.35868,?,?,0.321305,0.043477,0.073695,0.030068,4.656917,0.55736,0.304407,0.449486,0.257063,?,0.143092,0.145461,0.154025,0.130077,0.16113,0.135949,0.090004,?,74,0,?,2,0.506983,0.194627,?,0,?,?,1,?,0
0.065879,0.115467,?,-82.147611,7.087193,?,?,-0.226986,0.62854,?,?,0.531344,0.352927,0.360136,0.226271,?,?,0.050922,0.028533,2.086492,0.677857,0.517927,0.54569,0.533076,0.497983,?,0.577002,?,0.526654,0.517089,0.494777,0.446583,0.017713,0.044108,?,?,0.968449,0.801524,0.663616,?,0.611692,?,0.643497,?,?,0.568333,0.591021,0.646661,0.025655,0.053358,0.030236,?,0.424619,0.122503,?,0.15066,?,0.123215,?,?,0.196254,?,0.140188,0.095613,0.038561,96,0,192,2,0.237977,0.274327,0.638737,0,0,0,1,1,0
0.029964,0.043261,0.081602,?,9.18741,1.811697,2.409154,0.76296,?,0.6465,0.820745,0.483618,0.53657,0.151119,0.624348,0.916854,?,?,?,3.571996,?,?,?,0.572705,?,0.526998,?,0.495158,?,0.487244,0.414831,0.43046,0.017635,?,?,?,0.92103,0.601948,?,0.327813,0.22704,?,?,0.218536,0.22698,0.22842,0.267133,0.239724,0.028383,0.062412,0.029405,4.407434,?,0.285151,0.254316,0.141938,0.114802,0.095902,0.161592,?,0.093472,0.083292,0.091469,?,?,100,?,?,2,0.268519,0.603127,1.075555,?,0,0,1,1,?
0.072718,?,?,?,2.744519,1.544522,?,?,?,0.516006,0.35482,0.6371,?,0.386569,0.529851,0.487301,?,0.315926,0.033961,5.739373,1.747497,1.250135,1.211201,?,?,?,?,?,0.631519,?,?,0.493454,0.026498,0.090864,0.008465,2.08105,?,0.37924,?,0.300887,0.317317,0.33049,0.272527,?,0.312327,?,?,0.260663,0.036405,0.069845,0.029429,3.86935,0.464655,?,?,0.151375,0.148825,0.107777,0.172096,0.084281,?,?,0.088842,0.07767,0.234447,64,0.254846,192,3,0.319676,0.014949,0.730215,?,0,0,0,0,1
?,0.326105,?,-72.939057,2.685013,1.247966,1.071791,?,0.686811,?,0.594926,0.487441,0.506259,0.546786,0.393897,0.797081,0.083817,0.231151,?,6.420605,1.691109,?,1.390237,?,0.870371,?,0.616298,?,0.544037,0.526882,?,?,0.039887,0.071947,0.009141,8.605813,?,0.71087,1.266604,0.330209,?,0.354064,0.231395,0.312011,0.224749,?,0.177461,?,0.030574,0.06771,0.029382,4.1216,?,?,0.36336,0.266206,0.184182,?,0.141421,0.190987,0.097845,?,0.120307,0.105004,0.062752,?,0.008979,182,2,?,0.258126,?,?,0,?,0,0,1
0.082109,0.214384,?,-69.178635,3.44753,-0.186099,1.385475,0.38326,?,0.280182,?,?,0.724081,0.595313,0.424298,?,0.044774,0.160955,0.031482,?,?,?,0.695594,?,0.548693,?,0.486423,0.541146,?,0.461993,0.461665,0.421179,0.029126,0.060581,0.007556,3.492042,0.626404,0.452738,0.44369,0.440044,?,0.432291,0.25598,?,0.230673,0.224761,0.211661,0.269396,?,0.088421,0.030323,4.174555,0.341165,0.166963,?,0.166771,0.137028,0.102926,0.089537,0.132995,0.111681,0.077584,0.099524,?,0.763897,71,1.020856,142,2,0.776737,0.638173,?,?,?,1,0,1,0
0.096853,?,0.108394,-75.135879,2.667606,-0.182227,2.445202,1.087411,?,0.727372,0.852345,0.58768,0.483163,?,?,0.536603,0.089984,0.255451,0.050931,6.18426,?,1.330182,0.801739,0.654471,0.634295,?,0.601812,?,0.561137,?,0.520975,?,0.026791,0.051182,0.010032,3.9414,?,1.109438,0.640352,0.485482,0.360497,?,0.471095,0.330161,?,0.329406,0.31279,0.201884,0.027352,?,0.027253,3.782104,?,0.305663,0.183771,?,0.128283,0.111608,0.112337,0.12741,?,?,0.092969,0.08482,0.934808,65,?,130,?,1.256259,1.433849,?,0,1,0,?,?,0
0.050759,?,0.080262,?,7.437511,0.746229,1.550953,-0.34003,1.064067,?,0.506407,?,0.492756,?,0.213688,?,0.017092,0.030651,0.030399,2.978444,?,?,?,?,0.52738,0.528955,0.602935,?,0.665762,0.632548,0.601483,0.656844,?,0.037445,0.008373,2.460876,?,0.367422,0.346088,0.300995,?,0.334644,0.282644,?,0.470997,0.3948,0.304769,0.307407,?,0.054908,0.030247,4.168226,?,?,0.176773,0.138997,0.13653,0.145855,0.202901,?,0.165192,0.158347,0.143067,0.198426,?,?,0.211147,?,2,0.41297,0.550603,1.82154,1,?,?,?,0,?
?,0.238396,?,-70.216004,3.687829,1.715213,1.960151,0.217513,1.580898,0.555146,?,?,0.519348,0.328271,0.570109,0.628311,0.055928,0.177009,0.033572,3.480724,1.129207,1.031729,0.84131,0.625947,?,0.526702,?,0.571528,0.498571,?,?,0.47948,0.022185,0.064251,0.007088,2.13779,0.781809,0.822583,0.847619,0.35231,0.458402,0.273729,0.314561,?,0.342784,?,0.309858,0.329153,?,0.049735,0.029934,4.135215,0.34666,0.394112,0.24297,0.142368,0.169416,0.10067,0.111234,0.126439,0.100521,0.093792,0.107712,0.096629,?,?,0.015757,168,?,0.513907,0.202526,1.052471,1,1,1,0,0,0
0.052855,0.090652,?,-75.622382,6.036218,?,?,?,1.69757,0.593416,0.787261,0.603145,0.323558,0.023234,-0.117511,0.120769,0.024094,0.063507,0.0282,3.74689,0.949238,?,0.635144,0.673251,0.500898,?,0.465709,?,0.462126,?,?,?,0.023335,0.057005,0.007825,3.46812,0.758732,0.445286,0.852038,?,0.417857,?,0.376929,0.386682,0.354483,0.296764,?,0.404566,0.035924,0.072519,?,4.18071,0.30454,0.218763,0.26497,0.17083,0.147351,0.110994,0.135424,?,?,0.121685,?,0.189341,0.021374,57,?,?,?,0.199157,0.057495,0.282286,?,0,?,1,1,?
0.10329,?,0.078385,-70.284946,2.733991,1.154561,1.713357,0.670826,?,0.330214,?,?,?,0.921838,?,?,0.050864,?,0.030509,?,1.225036,?,?,0.521828,0.494712,0.547491,?,?,0.508621,0.598988,0.664229,0.660013,0.031366,0.059187,0.007071,?,?,0.601131,?,0.308618,0.261739,0.460442,0.268147,?,?,0.366643,?,?,?,0.043851,?,3.880724,?,0.218308,0.146802,0.089111,0.093476,0.170047,0.087748,0.181266,0.184718,0.216154,?,0.293644,0.099935,96,?,192,?,0.153613,0.30329,0.896611,1,?,0,0,?,0
0.050425,0.099506,0.075371,?,8.355516,-0.748411,1.022162,?,?,0.725179,?,?,?,-0.021866,0.104522,0.419983,0.019142,0.051758,?,?,1.165887,?,0.627576,0.546168,0.420476,0.465909,?,?,0.460399,0.547194,0.659858,0.699634,0.02171,0.073907,?,3.62297,?,1.039203,0.602178,?,0.274557,0.363722,0.342908,?,?,?,0.64715,1.01127,?,?,?,6.536928,0.417428,0.354047,0.18931,0.186335,0.088617,0.150649,0.144669,?,0.17733,0.321645,0.471506,0.415202,?,57,0.20673,114,2,1.172469,1.160199,2.917009,0,?,1,1,?,0
?,0.097556,?,-77.596066,?,-0.769161,1.067337,0.782416,?,0.534873,?,?,0.422112,0.593803,0.617684,0.526601,0.013904,?,?,?,1.081371,0.878037,0.625558,?,0.427975,0.462938,0.457065,0.437793,?,?,?,0.496253,0.024209,0.050979,0.005918,5.326087,?,1.00102,0.486226,0.516923,0.288754,0.745888,0.534484,?,0.431663,?,?,?,0.009829,0.072738,0.00909,?,?,?,0.143717,0.13495,0.098076,?,0.14497,0.128139,0.16696,?,0.1855,0.262444,0.034552,?,0.033863,136,2,0.117014,?,0.401118,0,0,?,1,1,?
0.072692,0.138596,?,-72.035211,5.388109,?,?,0.407339,0.826405,0.102884,?,0.479381,?,0.552567,?,?,?,?,0.029143,3.37767,?,?,0.700294,0.481528,?,?,0.499878,0.501684,0.477635,?,0.494267,0.51798,0.023587,?,0.006619,?,0.686549,0.722697,0.430659,0.252975,0.277555,0.267638,0.301066,?,0.370222,0.288246,0.355724,?,0.023519,0.051556,0.030526,4.110657,0.278078,?,0.147366,?,0.097102,0.107631,?,?,0.115808,0.13571,0.14726,0.134328,0.063385,96,?,192,2,0.367248,0.339629,0.881401,?,0,1,1,0,?
?,0.19932,?,-60.672755,4.599305,?,2.001137,?,0.024407,0.677132,0.423157,0.121744,?,0.516058,0.328995,0.35462,0.029539,0.074537,0.030187,2.726055,?,0.610102,?,0.489067,0.506969,0.471141,?,0.440419,0.409433,0.401499,0.401591,?,0.016483,?,?,1.987891,0.292406,0.43093,0.36837,0.273554,0.54194,0.2199,0.328941,0.377493,?,0.163722,0.129988,0.198519,?,0.057627,?,4.026583,0.264339,0.157701,?,0.098853,?,?,?,0.073709,?,0.064719,0.069566,?,?,79,?,?,?,0.517192,0.300293,0.96327,0,1,0,?,?,1
0.100513,?,0.087929,?,2.970595,-0.017409,1.672983,0.000337,1.057216,0.478634,0.536011,0.291985,?,0.531112,0.397713,0.259642,0.061345,0.135549,0.034535,4.689154,1.4969,0.982815,?,?,?,?,0.533762,0.527478,0.536648,0.484527,0.451088,?,0.032044,0.061664,0.008445,3.366577,?,?,?,0.409195,0.459002,0.347328,0.385364,0.424001,0.307751,0.328511,0.219547,0.251922,0.028667,?,0.029645,?,0.564644,0.292106,0.202881,?,0.136138,0.104274,0.104328,?,0.106428,?,0.073724,0.097173,?,54,0.022343,162,3,?,?,0.416448,1,?,1,0,0,?
?,0.295476,0.077599,-62.152576,2.494332,-0.489057,0.900969,0.48797,0.632739,0.349466,0.764093,?,?,?,?,0.613806,0.039727,?,0.028042,1.833738,?,0.588024,0.501214,0.415795,0.440004,0.415972,0.395978,?,0.411388,0.412206,0.41025,0.385865,0.012602,0.028318,0.007893,1.669659,0.235354,0.333081,0.243551,0.147646,0.174033,0.204326,0.178679,?,?,0.179418,0.149555,0.148535,0.019127,0.038052,0.030649,?,0.162579,0.140972,0.099441,0.06583,0.063209,0.065548,0.056439,0.070422,0.061427,0.0617,0.055343,0.062323,0.3367,93,0.280172,186,2,?,1.034414,1.629814,1,?,0,0,0,?
0.077108,?,0.081205,-76.647517,?,-1.201387,1.65972,0.166999,?,0.085603,0.273913,0.06865,?,?,?,0.364393,0.022165,?,?,?,?,0.547937,0.51906,0.493426,0.48567,0.48925,?,0.520437,?,?,0.497348,?,0.021212,0.039083,0.007597,?,1.061181,0.312898,0.274384,0.420528,0.286039,?,?,0.473418,?,?,0.336054,0.2743,?,0.045918,0.030456,3.920796,0.345133,?,0.08276,0.074746,0.060292,0.073615,0.086534,?,0.117423,0.08474,0.109924,0.079831,0.055312,76,0,228,?,0.357838,0.257345,?,?,1,0,0,0,?
0.071309,?,?,-64.570223,3.61576,0.708083,1.392194,0.540603,?,0.35985,0.797442,0.365984,0.515929,0.740748,?,0.429694,?,0.104706,0.028807,2.831098,0.743224,0.772527,?,?,0.573243,0.474931,?,?,?,?,0.47021,?,0.035715,?,0.007493,2.812981,?,?,?,0.306989,0.440554,?,?,0.194619,0.190813,0.233986,?,0.166239,?,0.049188,0.030409,3.747994,?,0.259145,?,0.129462,0.141191,0.098184,0.11346,0.078159,0.110604,0.058173,?,0.065229,?,78,0.083126,156,?,?,0.068502,?,?,1,0,?,?,1
?,?,0.088459,?,3.865554,0.277463,1.301803,0.36862,?,0.683672,?,?,?,0.343698,0.614787,0.469081,?,0.166016,0.037194,5.235523,?,0.965848,0.879317,0.668881,0.579627,?,0.556167,0.461436,0.47546,0.496701,0.448441,0.443927,0.027276,0.059133,0.007678,3.881535,0.696527,0.580915,?,0.518297,?,?,0.252284,?,0.252822,0.225341,0.251569,0.269994,0.031086,0.061617,0.029598,?,?,0.203704,0.196019,0.142846,0.095162,0.096337,0.112889,0.063502,0.091452,0.094261,0.103801,0.091129,0.483035,79,0.061231,158,2,0.803658,0.089143,1.068496,0,1,1,?,0,0
0.067737,0.191024,?,-75.377097,4.167015,?,1.666855,0.070505,0.520377,?,0.47669,0.559469,0.544169,0.55807,?,0.36835,0.055185,0.207053,0.039359,5.43638,?,1.205495,0.994469,?,0.631728,0.614274,?,0.56334,0.537494,?,0.475299,0.482144,0.022743,0.06125,0.009064,3.743917,0.829371,0.619952,0.868701,0.575222,?,0.40015,?,0.292298,0.278914,0.250704,?,0.323787,0.023907,0.087427,?,?,0.57523,0.279242,?,0.231569,?,?,0.1094,?,0.111113,0.07986,0.072427,0.12408,0.153555,?,0.095472,174,2,0.488885,0.30571,1.215358,0,?,?,0,0,0
?,0.045855,0.076422,-87.89842,7.412313,?,?,0.927879,?,0.717453,?,0.222284,0.876915,-0.122368,0.240338,?,0.015713,0.037064,0.030541,?,1.446326,0.677709,0.779959,0.561078,0.543026,0.521486,0.441637,?,0.480194,0.441344,0.463066,0.451098,0.018583,?,?,?,1.652446,?,?,?,0.554595,?,0.307601,0.296346,0.455854,0.286493,0.311653,0.397083,0.031115,0.068228,0.030275,5.139939,?,0.275279,0.399828,0.22454,0.228152,0.17861,0.144442,0.14371,0.150206,0.1183,?,?,0.027182,87,?,174,2,0.08538,0.028162,0.178639,0,0,0,?,1,0
0.049263,0.576317,0.126595,-75.580981,4.512896,?,0.820257,?,?,-0.125473,-0.074309,0.530135,0.75757,?,0.424575,1.246864,0.068065,0.41994,0.074425,8.907642,1.942064,1.16414,0.804685,0.879724,0.793034,?,0.807279,0.63375,0.596568,0.536769,0.494211,?,0.016237,?,0.014277,3.196656,?,?,0.291658,0.55945,0.534421,?,0.563335,0.486036,0.558933,0.426535,0.237075,?,0.023717,0.018614,0.029105,3.996551,0.403065,?,?,?,?,0.200067,0.222723,?,0.163695,0.142624,0.09746,0.160955,?,93,?,?,?,0.418095,0.595861,?,1,?,0,0,0,?
?,0.108195,0.080485,-69.729182,7.246829,0.167833,1.66819,?,1.10274,0.542144,0.504484,0.136498,0.440795,?,-0.111746,?,?,?,0.036134,4.782915,1.877049,1.049331,0.756,0.629867,?,0.583894,?,0.494636,?,?,?,0.413796,0.02063,0.064798,0.009817,?,0.886285,0.795528,0.494248,0.451266,0.31914,0.432408,0.257643,?,0.295512,0.446644,0.329541,0.328389,?,0.073122,0.029485,4.077141,?,0.436077,0.329135,?,0.214888,0.151189,?,0.141984,0.119337,0.156315,0.147442,0.105036,0.055599,61,0.067634,122,2,0.173484,0.385691,?,?,1,?,?,0,?
0.097,?,0.079245,-59.117919,3.346005,-0.482212,1.130072,-0.131465,0.777962,?,0.504096,0.643734,0.522674,0.488569,0.376659,0.105861,?,0.093238,0.028146,2.257607,0.702372,?,?,0.509547,0.549279,0.492121,0.470069,?,0.461544,0.459532,?,0.459051,?,0.045422,0.00904,1.399667,?,0.381917,0.369199,?,?,0.188942,0.206324,0.258238,0.265656,0.211836,0.184868,0.235089,?,0.05588,0.030358,?,0.360762,0.193228,0.171718,?,?,0.102046,0.093887,0.102015,0.085886,0.086944,0.084713,?,0.153383,78,?,156,2,0.346194,0.271396,0.632123,1,?,0,?,0,1
?,0.122792,0.091258,-70.497551,4.649302,?,1.943092,0.925091,?,0.787582,?,?,0.700076,0.534103,0.433599,?,0.017441,0.281501,0.0362,?,1.598449,0.836518,0.598657,?,?,0.435167,0.426033,0.399742,0.37152,?,0.426457,0.408565,?,0.041392,0.006653,2.699803,0.254721,?,?,0.126584,0.10305,0.07619,0.071779,?,?,0.069923,0.070828,0.087761,0.026772,?,0.028879,?,?,?,?,?,?,0.05633,0.040339,0.049306,0.05575,0.053858,0.051516,0.056622,0.359947,68,?,?,2,?,?,0.810742,1,0,?,0,0,0
0.078166,?,?,-70.180078,4.41422,?,1.915641,?,0.84979,0.203479,0.059215,0.573602,0.468952,?,0.599021,0.128594,?,0.089534,0.028337,3.487958,1.025426,0.777126,0.659096,0.500587,0.540402,0.496212,?,0.517924,0.498541,0.502831,0.502357,0.555344,?,0.041276,0.008534,2.897312,0.627868,0.484582,0.371558,0.212901,?,0.191307,0.251769,0.353546,0.360186,0.298263,0.264258,0.47241,0.024864,?,0.030515,?,0.294713,?,0.132447,?,0.105328,0.101429,0.081176,0.111969,0.122665,?,0.100334,0.159005,0.085358,?,0,230,2,0.317782,0.350449,?,?,1,1,?,0,?
0.049431,0.170668,0.089615,-73.504313,4.381057,0.954646,1.774768,0.866207,?,0.62639,?,0.436112,?,0.576357,?,0.697422,?,0.264843,0.041753,?,?,?,0.986884,0.64785,?,0.567821,0.564845,0.591876,0.474341,0.46841,0.475998,0.434986,0.023636,?,0.008638,3.498726,0.616406,?,0.473288,0.298987,0.38556,0.221937,0.237465,?,?,0.166175,0.234885,0.193356,0.038305,0.087978,0.02905,?,0.340589,?,0.205011,?,?,0.110138,?,0.159232,0.105854,0.072503,0.121167,0.077247,0.032518,?,0.051437,?,?,0.159028,0.097214,?,0,0,1,0,1,0
0.036778,?,0.076432,?,7.709325,2.189329,2.067105,1.11881,0.770747,0.471023,0.372025,?,0.706017,0.522398,0.779328,0.392482,0.012882,0.029016,0.029766,4.749549,1.171635,0.84989,0.513424,0.421356,0.404043,0.392267,?,0.400163,?,0.419169,0.405064,?,0.015767,0.035161,?,5.881185,1.534234,1.069333,0.47105,0.446468,0.333074,?,?,0.506811,?,?,0.501548,0.742457,0.028494,?,?,4.736536,0.48092,?,0.188664,0.134185,0.116143,0.102005,0.106684,0.118975,?,0.132164,?,0.189256,?,?,0.00163,200,2,?,0.18022,0.553048,?,?,?,1,?,1
0.053069,?,0.091164,?,5.43881,0.27759,1.067635,0.618551,0.978661,0.649404,0.759797,0.528442,0.742668,0.978264,0.212273,0.78721,?,0.135495,0.044244,5.952203,1.655287,0.962205,1.014695,0.736464,0.619226,0.578116,?,0.508526,0.473216,0.476392,?,0.473657,0.027351,0.056792,0.009238,4.854997,?,0.672429,1.078248,0.625248,0.490846,?,0.530181,?,0.282044,?,?,?,?,0.077015,0.030406,?,0.559667,0.254614,0.304637,0.189558,0.168378,0.166657,?,?,?,0.134487,?,0.12156,0.339793,79,?,237,?,0.642375,0.055042,0.701975,?,?,1,0,?,?
?,0.232639,0.079457,-58.205758,3.617476,-0.508158,?,0.446866,0.728852,0.457297,0.324856,0.506798,?,0.51065,0.549126,0.49973,0.039596,?,0.028124,2.170019,0.799262,0.83808,0.714001,?,0.554237,0.497609,0.490958,0.43444,0.459989,0.430705,?,0.432013,0.019747,0.043089,0.009012,1.285923,0.348593,0.443302,?,0.307495,0.208877,?,?,0.17823,0.140483,0.142192,0.120109,0.152199,0.029168,0.0577,0.030276,3.936509,0.311515,0.18843,0.177757,?,0.119234,0.079636,0.109271,0.067026,0.080634,0.076922,?,0.07471,0.3187,80,0.378438,160,?,?,0.22318,1.039654,1,?,?,0,0,1
0.069065,0.170118,?,?,4.198385,0.221191,2.118687,0.674149,?,?,0.689425,0.022901,0.523391,0.627495,?,0.256458,0.042929,0.109392,0.033033,3.437804,1.025741,0.688379,?,0.5113,0.500974,0.490139,0.495898,0.438761,?,0.392006,0.376743,0.3864,0.014617,?,0.006667,3.933584,0.309303,1.351857,?,0.215479,0.328815,0.187016,0.199156,0.234452,0.143756,0.138919,0.081311,?,0.028782,0.074035,0.029864,3.810197,?,0.275732,0.16621,?,0.130477,?,0.121705,0.10133,0.092779,0.07541,0.062924,0.085037,?,?,0.06756,130,2,0.155706,?,?,1,0,?,0,0,?
0.052948,0.094717,0.082617,-82.241516,?,1.360845,1.432958,0.747652,0.603301,0.446501,0.42704,0.700361,0.615896,0.280066,0.351628,0.489548,0.03783,0.103103,0.032109,5.303668,?,?,?,?,0.571072,?,0.597794,?,?,0.579138,?,0.578435,?,0.048198,0.009507,?,?,0.992631,0.432244,0.373664,0.341879,0.307337,?,0.289989,?,0.356211,?,0.29609,0.027473,?,0.030314,?,?,?,?,?,0.186815,?,?,?,0.151876,0.176953,0.258374,?,0.20471,?,?,174,?,?,0.136582,1.308249,?,?,1,0,0,0
0.087557,0.155988,0.077332,-73.521204,6.397038,-1.591628,1.746974,-0.891138,?,?,?,0.802703,0.924095,0.465301,0.524556,0.487122,0.017567,0.046343,0.027401,?,0.671466,0.510204,0.566059,0.526149,?,?,0.495748,0.510769,?,0.490088,0.4611,0.459387,0.012445,0.023035,?,2.299104,0.412081,0.369901,0.491799,0.440498,?,?,0.478256,0.616038,0.582176,0.532145,0.347916,0.276192,?,0.048515,0.03084,?,0.332567,0.100259,0.166707,0.122891,0.128907,0.131853,0.126292,?,0.16006,0.110796,?,0.09477,0.061021,90,0,180,2,?,?,?,0,1,0,0,0,0
